yr_start,yr_end,state_abbr,state_name,alc__alcohol_hs,alc__binge_adult,alc__binge_hs,arth__activity_limit_arth,arth__arth_adult,arth__self_mgmt_class_arth,arth__inactive_arth,arth__pa_counsel_arth,arth__severe_joint_pain_arth,arth__work_limit_arth_18_64,asth__asthma_adult,can__screen_cervical_w21_65,can__screen_colorectal_45_75,can__mammo_w50_74,cvd__hbp_adult,cvd__high_chol_screened_adult,cvd__med_high_chol_adult,cvd__med_hbp_adult,copd__copd_adult,copd__smoking_copd_adult,cog__scd_discussed_hcp_45plus,cog__caregiver_friend_family_adult,cog__caregiver_dementia_adult,cog__scd_45plus,dm__diabetes_adult,dm__gest_diabetes_recent_birth,dis__any_disability_adult,hs__chronic2plus_adult,hs__fair_poor_health_adult,hs__phys_distress_freq_adult,imm__flu_vax_adult,imm__flu_vax_risk_18_64,imm__pneumo_vax_risk_18_64,imm__pneumo_vax_65plus,mat__postpartum_check_recent_birth,mh__poor_mh_hs,mh__depression_adult,mh__mental_distress_freq_adult,mh__postpartum_depr_recent_birth,npaw__pa_guideline_6_13,npaw__fruit_lt1_daily_adult,npaw__fruit_lt1_daily_hs,npaw__soda_ge1_daily_hs,npaw__veg_lt1_daily_adult,npaw__veg_lt1_daily_hs,npaw__breastfed_12m,npaw__exclusive_breastfed_6m,npaw__pa_guideline_hs,npaw__pa_guideline_adult,npaw__no_leisure_pa_adult,npaw__obesity_wic_2_4,npaw__obesity_adult,npaw__obesity_hs,oral__all_teeth_lost_65plus,oral__no_teeth_lost_18_64,oral__prev_dental_pre_preg_recent_birth,oral__prev_dental_child_1_17,oral__teeth_lost_6plus_65plus,oral__dentist_visit_past_year_adult,oral__dentist_visit_child_1_17,sleep__short_sleep_adult,sleep__short_sleep_child_4m_14y,sleep__short_sleep_hs,sdoh__food_insecure_household,sdoh__ins_after_preg_recent_birth,sdoh__ins_before_preg_recent_birth,sdoh__hs_completion_18_24,sdoh__no_ins_18_64,sdoh__no_transport_adult,sdoh__no_social_emotional_support_adult,sdoh__poverty_lt150_all,sdoh__no_broadband_household,sdoh__routine_checkup_adult,sdoh__housing_utility_payment_issue_adult,sdoh__unemployment_16plus_lf,tob__smoking_preg_recent_birth,tob__cig_smoking_adult,tob__vape_hs,tob__smokeless_hs,tob__any_tobacco_hs,tob__quit_attempt_adult_smokers
2019,2019,AR,Arkansas,25.3,13.1,10.8,6.7,12.9,15.6,41.4,68.8,33.6,61.9,7.0,,,,53.3,33.7,37.1,92.7,4.5,45.5,,,,,18.7,11.9,44.9,20.6,26.3,9.9,24.5,51.2,24.8,71.1,82.7,,27.8,21.8,16.1,,31.6,14.3,20.7,20.1,13.4,29.2,24.4,22.7,57.4,37.8,,35.9,19.3,,,33.7,,,,,,,75.0,,87.9,87.6,88.7,21.3,,,27.8,19.7,69.2,,4.8,13.4,10.6,5.0,7.3,23.1,57.0
2019,2019,AZ,Arizona,29.5,20.9,14.7,7.8,29.3,33.4,28.7,61.9,26.7,50.4,11.9,,,,35.3,41.0,16.6,79.4,2.5,35.7,,,,,15.1,,31.5,11.7,20.5,17.3,28.3,35.4,27.9,73.5,,,19.6,14.6,,,34.8,3.5,14.1,21.2,6.1,40.4,24.0,15.0,63.8,35.2,,57.9,10.6,,,,,,,,,,78.4,,,,83.9,14.9,,,28.0,12.6,67.3,,4.1,,16.2,17.1,3.4,23.5,50.1
2019,2019,CA,California,32.2,9.0,6.1,12.1,47.8,19.5,39.6,72.3,40.4,37.8,8.5,,,,26.3,27.3,31.6,75.0,3.9,18.0,,,,,9.7,,24.5,13.7,12.7,11.6,36.3,45.4,41.8,70.9,,,6.0,13.2,,,30.3,5.1,9.0,22.8,,43.6,27.3,15.2,68.3,21.4,,25.2,12.4,,,,,,,,,,66.4,,,,91.3,15.1,,,27.4,10.1,74.0,,4.5,,10.0,18.8,0.0,,57.2
2019,2019,CO,Colorado,39.1,21.5,8.8,6.2,23.1,17.5,22.0,73.4,25.6,55.2,10.8,,,,23.4,25.1,25.0,67.0,5.1,27.5,,,,,10.6,6.2,15.4,9.1,14.0,6.6,46.4,43.3,33.1,78.8,90.8,,20.7,15.0,18.8,,42.7,5.3,,21.4,3.3,39.6,32.1,27.5,58.9,18.7,,24.2,15.9,,,35.8,,,,,,,69.4,,95.2,95.3,91.4,17.9,,,25.4,8.8,87.3,,4.9,0.0,11.9,26.4,,,63.1
2019,2019,CT,Connecticut,26.2,12.0,6.1,9.1,6.5,12.3,27.8,67.1,26.4,37.6,9.2,,,,16.6,30.0,35.1,81.2,5.2,44.8,,,,,14.3,24.4,25.2,16.7,24.2,13.5,69.9,45.5,24.1,74.2,85.7,,10.8,12.3,8.5,,37.7,9.0,13.8,24.6,7.3,34.1,26.3,31.2,54.4,21.6,,35.5,15.6,,,35.7,,,,,,,74.5,,81.8,91.9,90.1,9.2,,,34.3,11.4,88.3,,4.5,2.0,12.1,19.4,2.8,20.1,63.1
2019,2019,DC,District of Columbia,17.7,22.3,8.9,7.0,5.7,16.6,34.8,78.5,36.3,37.5,31.1,,,,27.2,18.0,29.7,65.0,4.5,25.0,,,,,15.1,5.2,19.7,19.5,12.7,16.2,61.7,51.7,20.1,78.0,98.4,,18.3,9.1,20.3,,31.0,,15.8,23.5,,36.8,29.2,17.2,44.0,16.8,,9.9,16.1,,,39.3,,,,,,,82.4,,98.4,94.2,98.1,8.2,,,15.2,12.7,78.7,,2.5,3.5,16.1,12.0,5.5,27.7,68.4
2019,2019,DE,Delaware,,31.3,,3.7,6.9,12.2,41.6,71.7,27.6,42.3,11.3,,,,38.8,35.4,34.6,36.4,8.5,43.7,,,,,15.5,12.5,25.6,21.2,23.6,14.8,38.4,41.9,26.9,76.2,90.9,,17.8,14.7,4.0,,23.1,,,17.2,,34.9,25.0,,42.7,26.6,,38.3,,,,41.0,,,,,,,,,97.4,92.6,82.3,51.9,,,36.9,10.5,75.7,,4.3,14.8,10.4,,,,59.1
2019,2019,FL,Florida,26.1,17.0,15.8,10.2,28.9,17.9,30.3,70.7,47.5,42.6,5.0,,,,37.9,41.2,23.4,73.3,13.3,34.4,,,,,14.0,10.7,20.9,40.5,20.7,15.0,32.7,37.5,,67.7,92.4,,14.8,15.5,13.0,,40.8,9.2,16.8,14.8,11.2,23.0,18.2,13.7,55.6,26.4,,22.1,14.6,,,34.0,,,,,,,83.3,,81.1,80.0,83.8,18.6,,,19.0,13.1,74.1,,4.5,4.7,16.4,,,,49.8
2019,2019,GA,Georgia,22.3,12.6,2.6,14.6,20.6,18.1,28.1,57.9,28.4,39.7,8.3,,,,18.2,41.1,40.8,76.0,9.3,43.3,,,,,11.3,24.5,28.5,17.0,24.7,19.0,36.2,38.7,26.3,69.6,95.3,,11.9,15.4,16.1,,43.1,12.0,,19.0,15.5,33.7,18.7,19.8,52.8,30.1,,30.0,17.0,,,37.1,,,,,,,,,76.8,71.1,83.2,21.1,,,15.7,15.0,82.7,,7.1,3.2,18.1,15.3,2.0,18.6,58.1
2019,2019,GU,Guam,28.4,21.7,3.4,2.1,14.3,21.8,34.0,78.5,33.4,46.4,8.0,,,,27.0,17.4,37.8,60.9,2.9,42.8,,,,,10.1,,33.4,11.4,26.2,10.2,30.6,25.1,24.8,42.4,,,8.0,15.1,,,46.4,9.1,17.3,28.4,9.5,,,14.8,41.5,33.4,,34.6,25.8,,,,,,,,,,85.5,,,,,25.5,,,,,90.1,,,,25.6,21.7,13.0,29.5,67.5
2019,2019,HI,Hawaii,20.4,25.1,7.7,7.9,20.8,30.4,27.3,70.5,35.7,39.5,8.4,,,,37.3,14.1,22.6,69.7,4.3,24.4,,,,,11.3,17.8,28.2,13.8,16.2,13.5,37.0,49.3,26.1,70.5,98.2,,14.0,14.4,5.9,,41.2,9.1,13.6,22.1,9.1,54.1,27.7,11.2,52.6,17.4,,27.4,20.6,,,6.3,,,,,,,76.1,,98.2,96.7,93.6,8.7,,,8.7,11.4,84.6,,2.7,3.9,15.2,41.8,,,71.0
2019,2019,IA,Iowa,29.6,27.0,12.2,7.5,9.2,17.4,25.5,66.1,38.6,34.7,6.2,,,,34.0,33.4,14.4,93.2,6.5,38.1,,,,,10.3,11.6,17.0,17.2,20.1,10.4,41.3,41.6,33.0,73.6,84.6,,11.4,9.8,16.6,,44.3,7.9,17.6,25.6,7.8,38.2,27.0,18.2,50.6,27.3,,40.1,14.7,,,48.7,,,,,,,81.9,,64.0,62.9,89.1,11.4,,,16.5,16.0,68.5,,6.5,1.7,16.4,35.6,5.8,18.0,46.7
2019,2019,ID,Idaho,35.1,11.8,16.1,6.2,49.2,19.2,32.3,64.0,24.0,38.7,12.3,,,,33.0,18.1,30.9,71.9,5.5,30.5,,,,,10.3,,27.7,17.0,14.6,12.9,39.6,41.7,28.9,64.4,,,22.3,11.5,,,40.4,7.6,13.0,17.5,3.9,40.7,30.4,13.0,56.7,22.1,,31.4,14.0,,,,,,,,,,,,,,86.7,44.7,,,27.1,11.6,65.6,,3.4,,37.6,24.2,3.5,21.0,50.2
2019,2019,IL,Illinois,29.0,16.0,2.1,9.8,10.4,18.6,31.3,68.1,35.2,38.5,8.7,,,,34.6,31.5,23.6,78.4,6.9,20.4,,,,,2.4,10.9,24.2,23.9,7.0,11.5,36.4,44.0,26.3,50.7,93.8,,13.7,10.6,10.1,,34.7,8.3,13.4,22.8,5.1,35.4,28.3,15.3,56.0,30.3,,36.4,15.3,,,57.5,,,,,,,72.8,,70.6,88.1,90.0,15.6,,,35.8,13.8,68.8,,4.7,1.5,14.1,14.1,6.6,9.7,58.6
2019,2019,IN,Indiana,,16.9,,5.2,8.8,16.2,38.9,71.3,37.5,44.3,10.7,,,,37.1,23.3,30.4,78.7,19.2,43.7,,,,,11.3,,25.0,15.7,22.9,13.8,34.0,46.0,36.2,71.9,,,26.7,14.5,,,35.4,,,23.4,,30.3,21.5,,47.5,35.1,,33.0,,,,,,,,,,,,,,,87.1,24.4,,,18.8,15.9,91.7,,3.7,,19.2,,,,50.6
2019,2019,KS,Kansas,31.1,16.6,18.6,10.4,21.5,22.1,33.8,67.8,52.2,48.1,10.6,,,,36.3,37.8,32.4,37.6,3.4,21.6,,,,,22.7,10.9,20.6,5.8,25.7,11.6,65.5,33.3,37.0,64.4,84.5,,15.1,26.3,13.5,,49.6,6.4,11.3,23.0,6.8,39.5,29.2,11.0,52.2,26.6,,36.4,14.1,,,46.9,,,,,,,82.9,,85.3,62.9,82.4,15.4,,,19.2,14.9,67.7,,3.2,9.6,20.5,3.5,7.6,29.1,57.6
2019,2019,KY,Kentucky,23.9,15.3,5.2,16.7,29.0,12.2,39.3,70.1,36.4,51.6,7.2,,,,42.7,29.8,38.9,80.7,15.1,61.7,,,,,13.5,26.7,37.2,24.3,29.7,24.3,43.0,44.7,39.2,73.4,94.3,,25.7,34.6,26.1,,43.7,10.1,27.3,19.7,11.4,34.5,21.2,19.0,41.3,36.8,,40.5,15.6,,,45.3,,,,,,,84.1,,92.6,89.8,88.3,9.5,,,26.9,16.5,77.5,,6.1,13.9,22.1,31.4,2.9,22.7,56.2
2019,2019,LA,Louisiana,16.5,24.8,6.3,10.4,23.4,15.5,38.7,72.7,57.6,50.4,12.0,,,,18.9,41.5,30.3,80.1,7.7,50.7,,,,,12.1,7.1,39.8,20.2,31.9,15.7,41.3,39.0,38.5,69.7,88.0,,29.3,18.5,14.1,,55.7,13.0,20.4,23.8,9.5,24.2,22.2,23.4,43.6,30.1,,33.4,17.4,,,37.8,,,,,,,81.2,,90.7,87.7,87.7,18.4,,,20.0,19.5,71.8,,5.4,5.6,24.1,10.6,4.8,39.7,60.0
2019,2019,MA,Massachusetts,26.3,21.1,17.4,12.1,51.1,15.6,32.0,70.8,25.8,38.5,18.9,,,,12.3,33.6,30.4,34.5,4.9,34.4,,,,,9.3,11.8,23.4,14.2,28.4,14.7,67.0,41.2,32.0,78.4,92.9,,13.9,13.1,13.8,,42.1,9.4,12.5,17.8,12.0,44.2,29.2,11.4,60.9,18.0,,12.1,18.8,,,45.7,,,,,,,78.4,,98.5,92.8,85.2,13.7,,,13.6,11.1,82.7,,3.8,1.6,14.4,16.1,3.0,50.3,54.2
2019,2019,MD,Maryland,24.1,12.2,9.6,11.5,27.2,14.6,19.7,79.4,32.1,37.0,12.0,,,,40.9,39.8,51.5,42.1,6.4,32.1,,,,,11.0,8.6,22.4,21.4,12.9,6.2,42.3,62.0,36.7,79.3,92.3,,11.8,10.6,12.5,,37.9,10.7,12.8,15.2,8.2,43.0,28.9,12.6,50.4,24.9,,10.5,13.6,,,46.8,,,,,,,78.2,,94.3,96.5,90.7,8.3,,,13.5,11.0,83.3,,2.9,5.0,31.9,23.0,4.4,18.4,52.6
2019,2019,ME,Maine,22.8,17.0,,24.0,28.0,13.2,35.5,67.8,37.3,42.9,12.7,,,,16.9,32.8,27.9,63.4,9.8,69.4,,,,,9.9,10.0,32.5,39.4,29.5,8.8,45.7,44.8,25.3,75.3,92.7,,28.5,14.2,8.1,,56.9,4.7,,10.7,,41.0,28.7,24.3,49.0,30.2,,43.0,14.9,,,43.8,,,,,,,74.9,,92.7,86.8,88.2,16.4,,,53.1,15.7,64.9,,3.5,12.2,17.6,18.9,3.2,19.4,57.2
2019,2019,MI,Michigan,27.1,13.4,12.3,14.6,18.0,14.3,31.2,71.1,36.4,42.9,11.5,,,,35.1,19.6,30.2,79.7,6.9,37.4,,,,,11.5,8.6,30.4,22.4,22.5,13.3,23.7,40.9,25.7,74.3,94.8,,23.4,19.1,13.5,,41.0,8.1,10.0,20.7,9.0,32.2,25.1,23.5,51.7,28.3,,31.0,20.5,,,47.1,,,,,,,87.6,,95.6,91.6,85.9,13.1,,,16.0,14.1,80.2,,5.4,10.8,21.9,20.1,10.4,21.6,58.7
2019,2019,MN,Minnesota,,23.2,,6.3,19.0,26.5,24.7,67.4,23.1,43.1,9.4,,,,31.7,19.8,32.4,81.5,8.0,22.1,,,,,19.7,13.3,22.8,5.8,14.6,9.4,50.8,52.3,16.1,71.4,87.6,,21.5,12.6,16.4,,39.6,,,18.3,,46.3,36.5,,58.0,19.9,,21.5,,,,25.3,,,,,,,,,93.1,57.7,78.0,18.7,,,13.5,12.1,68.3,,2.5,12.0,8.1,,,,56.5
2019,2019,MO,Missouri,24.6,22.7,19.6,17.1,30.7,14.9,35.8,65.5,40.2,45.5,11.3,,,,16.6,17.6,35.0,82.0,3.2,39.3,,,,,21.7,9.0,48.8,19.5,11.4,34.3,67.8,41.2,32.9,72.2,79.5,,15.8,18.6,32.7,,46.1,5.7,21.6,17.8,9.4,34.0,24.6,29.1,40.2,30.6,,39.9,17.5,,,20.2,,,,,,,78.8,,92.8,84.8,90.3,12.7,,,31.2,15.2,83.1,,3.4,4.1,20.6,14.5,2.5,16.6,55.3
2019,2019,MS,Mississippi,18.6,7.6,9.5,13.4,55.4,10.8,47.0,71.4,48.6,50.7,11.3,,,,43.6,36.5,36.7,88.6,10.3,40.7,,,,,14.2,6.1,39.1,45.5,12.8,19.8,35.1,33.6,17.4,63.2,86.1,,20.6,17.3,25.8,,53.5,9.7,21.8,22.9,19.8,22.2,15.6,19.4,42.6,42.5,,37.8,21.1,,,30.7,,,,,,,78.3,,51.8,76.9,84.1,25.5,,,20.4,23.0,70.1,,10.2,10.0,20.6,18.9,12.1,19.7,62.6
2019,2019,MT,Montana,25.3,31.6,18.7,17.0,36.2,15.6,35.5,61.9,21.7,41.5,10.7,,,,25.5,47.4,46.6,88.2,14.3,42.3,,,,,14.9,5.8,44.2,17.7,25.8,15.7,47.4,45.3,33.3,72.7,85.5,,32.0,16.1,15.6,,40.0,3.8,12.5,15.0,12.2,42.9,34.3,10.8,61.5,20.0,,27.4,12.2,,,40.0,,,,,,,70.1,,94.3,87.9,86.5,12.5,,,21.6,15.5,89.5,,13.7,27.7,19.8,29.8,0.0,32.3,54.3
2019,2019,NC,North Carolina,20.7,11.0,9.8,15.5,51.9,15.3,32.9,76.3,45.3,37.9,10.9,,,,35.4,55.4,41.6,78.5,3.1,49.2,,,,,7.8,6.1,32.9,23.6,24.6,10.7,38.6,48.3,30.2,77.4,90.9,,21.6,13.3,3.9,,38.4,9.2,19.8,19.8,14.4,34.2,22.1,20.8,34.7,24.6,,30.8,17.3,,,20.0,,,,,,,83.3,,79.9,87.3,88.9,22.1,,,15.3,14.8,74.0,,7.3,2.8,10.3,29.7,,,62.5
2019,2019,ND,North Dakota,34.5,5.8,19.5,9.1,33.4,14.1,25.3,68.2,18.5,30.6,9.5,,,,29.8,29.9,28.5,81.8,7.2,29.8,,,,,20.3,6.7,24.6,15.2,13.0,9.3,44.2,35.3,37.2,70.9,89.3,,22.4,8.5,11.0,,36.2,5.4,15.9,29.9,7.3,34.4,27.4,25.2,56.2,31.6,,39.5,27.5,,,63.4,,,,,,,90.6,,86.0,71.6,90.6,10.1,,,27.2,15.8,70.7,,1.6,9.1,14.8,34.6,2.0,33.7,49.5
2019,2019,NE,Nebraska,20.0,15.9,5.9,2.3,23.1,16.1,57.1,67.2,25.7,38.4,6.1,,,,32.8,50.9,20.6,34.2,4.7,31.7,,,,,2.6,8.6,21.1,17.8,14.6,8.7,36.8,45.7,27.3,70.6,92.4,,10.6,11.2,21.8,,41.6,6.4,17.5,22.4,4.3,37.7,26.0,13.2,51.4,19.7,,30.6,13.3,,,31.8,,,,,,,72.2,,92.6,83.4,95.8,15.7,,,22.9,13.8,73.5,,5.3,11.9,16.2,21.9,2.1,17.2,50.7
2019,2019,NH,New Hampshire,39.3,4.9,24.3,11.0,22.7,15.6,30.5,57.0,21.7,40.4,7.6,,,,14.7,29.5,29.3,75.1,6.6,34.7,,,,,10.2,8.7,35.6,7.1,14.6,12.7,46.4,52.8,35.9,72.9,78.5,,14.7,5.2,20.8,,37.8,,8.4,17.7,,42.5,31.8,36.8,59.4,19.4,,32.3,12.7,,,53.3,,,,,,,76.1,,96.8,92.0,89.0,9.2,,,11.3,10.8,82.2,,3.1,6.3,33.3,32.2,,,48.9
2019,2019,NJ,New Jersey,36.5,,18.5,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,27.6,,89.5,,,,17.2,,,4.9,3.4,,,33.8,23.5,16.2,,,,,15.2,,,57.2,,,,,,,91.3,,73.8,95.7,92.1,,,,13.9,10.8,,,4.6,1.1,,28.0,,,
2019,2019,NM,New Mexico,31.2,17.2,19.2,9.7,30.1,18.0,30.8,71.3,30.0,45.6,9.3,,,,34.9,47.7,26.8,75.5,12.1,43.4,,,,,13.9,20.1,28.8,4.5,25.8,19.7,38.7,46.1,30.2,73.5,86.5,,20.6,15.4,14.1,,45.5,9.0,19.7,23.7,9.8,42.8,29.0,14.3,57.4,21.8,,32.5,15.9,,,37.0,,,,,,,74.6,,93.2,89.5,75.3,8.1,,,24.7,20.8,71.7,,5.1,8.0,17.0,32.9,8.6,30.0,56.9
2019,2019,NV,Nevada,18.8,24.5,15.1,3.6,46.1,18.9,29.6,63.6,37.3,30.0,10.0,,,,58.2,17.8,46.2,77.7,10.0,37.4,,,,,11.2,,33.4,18.2,16.4,20.6,26.3,27.9,24.5,66.8,,,17.6,17.9,,,43.2,13.2,8.2,23.1,,27.6,22.3,19.8,45.7,28.7,,34.5,14.0,,,,,,,,,,79.4,,,,85.8,20.3,,,14.4,14.6,66.3,,3.6,,17.5,24.1,3.8,,57.1
2019,2019,NY,New York,11.1,8.9,13.9,12.4,29.6,13.3,35.7,58.9,35.2,36.7,11.3,,,,25.0,34.0,50.0,73.1,7.1,42.6,,,,,10.5,23.8,23.8,7.9,15.6,10.5,40.7,49.8,24.2,50.6,86.4,,18.0,12.1,15.1,,37.4,8.6,11.8,35.0,,36.3,23.4,17.0,42.3,27.0,,24.4,13.9,,,43.1,,,,,,,80.4,,100.0,84.7,91.2,6.8,,,28.5,13.7,94.7,,3.4,4.7,29.5,23.9,,,57.8
2019,2019,OH,Ohio,19.1,14.0,13.4,12.5,22.7,15.6,34.8,60.2,40.8,43.9,13.2,,,,43.6,49.9,31.5,57.6,11.3,52.2,,,,,12.0,,36.9,42.6,19.6,13.1,46.8,45.7,32.7,76.0,,,33.3,8.6,,,36.1,10.6,16.8,20.2,11.0,32.2,23.7,24.1,59.9,26.0,,33.9,15.2,,,,,,,,,,83.4,,,,88.3,13.5,,,38.4,14.6,78.5,,4.6,,19.8,26.1,6.7,31.7,57.3
2019,2019,OK,Oklahoma,3.7,10.1,14.8,20.0,23.1,20.8,39.5,66.1,52.6,48.4,11.2,,,,37.8,36.4,38.6,68.2,11.2,39.9,,,,,10.6,,24.9,5.8,22.5,15.5,38.7,43.8,27.1,71.4,,,19.9,9.0,,,45.4,9.1,22.3,19.3,7.1,27.9,23.2,29.2,33.3,33.5,,31.1,14.4,,,,,,,,,,76.7,,,,83.2,19.0,,,26.8,16.3,80.0,,3.7,,18.9,27.1,10.1,6.3,57.4
2019,2019,OR,Oregon,,13.7,,4.7,48.8,19.1,24.2,66.0,31.3,38.2,15.6,,,,30.6,30.7,13.5,36.2,11.2,23.3,,,,,8.9,11.7,27.2,6.7,12.8,12.4,64.4,41.6,31.4,78.7,92.0,,27.6,14.1,17.9,,39.7,,,16.4,,44.0,34.2,,56.7,36.3,,33.6,,,,42.6,,,,,,,,,75.7,92.7,82.1,13.0,,,34.8,10.9,78.2,,3.7,10.5,16.1,,,,64.7
2019,2019,PA,Pennsylvania,28.7,14.6,8.3,11.3,36.9,12.7,32.2,73.8,30.4,40.2,13.1,,,,31.8,26.7,34.9,80.6,7.2,41.6,,,,,10.6,13.9,24.9,23.3,12.9,11.2,36.2,53.2,27.0,67.1,83.1,,13.5,6.7,6.5,,31.2,6.8,13.6,20.0,7.9,35.2,24.6,14.1,52.3,32.1,,32.7,15.1,,,28.8,,,,,,,73.9,,97.9,92.1,91.8,13.0,,,19.1,14.7,75.6,,3.7,10.9,19.7,8.8,1.4,29.8,53.1
2019,2019,PR,Puerto Rico,20.9,13.1,17.8,12.2,26.2,7.1,59.7,71.7,52.1,46.2,7.2,,,,66.4,51.3,36.7,56.2,4.3,12.4,,,,,16.7,8.7,52.7,5.5,45.7,21.5,19.7,22.1,21.8,33.6,84.2,,17.9,11.8,11.5,,53.4,9.3,24.9,43.0,9.2,35.3,35.2,11.3,30.5,50.6,,30.9,16.7,,,50.7,,,,,,,66.9,,96.3,95.1,,8.5,,,,,81.5,,,1.0,9.6,10.7,3.1,10.8,53.2
2019,2019,RI,Rhode Island,22.5,20.3,7.5,8.8,9.2,14.4,34.5,73.8,34.5,46.4,15.0,,,,34.3,32.5,36.9,37.6,8.3,28.0,,,,,21.4,9.5,22.0,39.0,24.2,13.0,40.9,55.7,30.1,77.3,95.1,,17.1,13.2,12.6,,35.7,6.3,,27.3,10.2,33.3,22.9,13.3,56.1,25.5,,28.2,20.6,,,33.8,,,,,,,80.2,,100.0,95.3,93.5,7.5,,,19.1,12.7,95.8,,4.9,6.3,11.5,30.1,1.2,31.7,62.6
2019,2019,SC,South Carolina,17.8,16.4,14.1,17.5,28.3,15.5,37.2,70.5,43.8,46.1,12.1,,,,38.4,56.4,33.8,82.0,9.0,37.9,,,,,13.5,,22.9,42.2,18.9,17.2,30.5,41.0,27.8,75.6,,,14.8,11.9,,,46.5,12.5,8.7,16.5,16.8,26.0,19.3,15.2,53.8,30.9,,36.8,22.0,,,,,,,,,,82.2,,,,86.1,20.1,,,29.7,17.6,79.5,,6.9,,19.8,21.1,7.1,23.0,58.3
2019,2019,SD,South Dakota,22.0,20.4,14.7,5.0,26.7,18.4,41.5,66.8,23.1,34.4,11.2,,,,34.7,8.9,38.1,82.6,5.9,36.3,,,,,11.8,5.6,41.7,19.6,14.8,10.8,43.3,50.4,30.7,73.4,67.1,,20.7,4.5,12.7,,38.3,7.9,4.4,16.6,8.9,37.8,29.1,23.8,44.4,30.0,,32.3,12.9,,,47.1,,,,,,,77.1,,72.0,91.1,86.4,15.0,,,55.2,15.3,79.1,,1.8,26.6,9.9,23.1,5.5,36.1,63.6
2019,2019,TN,Tennessee,13.2,3.7,2.1,16.4,33.8,15.3,36.2,70.0,46.2,48.9,11.1,,,,39.3,39.8,34.5,76.5,7.9,45.7,,,,,19.5,14.0,37.6,23.2,23.6,15.8,45.8,40.0,33.2,75.0,87.9,,18.5,10.3,23.9,,37.5,8.4,25.0,19.4,13.0,31.5,24.9,29.3,49.9,37.3,,42.0,24.3,,,32.4,,,,,,,85.1,,43.9,41.6,90.2,13.4,,,32.2,16.9,69.0,,7.6,12.0,19.9,18.0,8.2,26.7,69.0
2019,2019,TX,Texas,30.9,19.3,18.6,11.5,20.5,15.2,35.9,64.9,41.9,47.7,9.3,,,,34.3,34.9,59.3,78.7,2.9,17.8,,,,,13.0,,41.0,17.5,21.2,10.9,64.0,36.2,34.7,74.8,,,21.5,11.9,,,38.4,4.9,25.4,21.1,13.6,34.8,24.0,29.9,65.1,27.2,,32.4,3.9,,,,,,,,,,77.3,,,,87.6,15.3,,,21.0,13.8,77.3,,6.8,,18.7,19.0,5.6,9.0,46.3
2019,2019,US,United States,31.9,24.1,5.0,6.1,24.2,16.3,30.2,70.4,27.3,44.7,11.4,,,,30.6,16.0,28.0,38.1,6.2,26.3,,,,,14.8,8.5,27.9,39.6,21.5,7.7,42.6,42.6,29.9,73.5,86.9,,18.8,16.4,11.4,,38.2,9.4,15.2,21.2,8.5,35.6,27.0,15.3,50.9,22.6,,31.4,11.9,,,33.4,,,,,,,73.7,,93.6,86.2,87.1,10.6,,,29.4,13.6,74.2,,4.5,6.8,22.2,19.7,16.2,41.7,58.3
2019,2019,UT,Utah,9.0,14.5,6.8,9.7,20.3,17.8,17.2,67.6,24.2,39.9,10.7,,,,54.8,24.8,27.3,64.1,4.9,27.2,,,,,7.3,12.1,17.7,17.7,10.6,7.6,38.0,44.6,25.0,75.8,83.6,,29.3,11.0,20.5,,36.9,5.1,14.1,20.6,6.2,44.1,27.3,19.4,56.4,19.9,,26.1,9.8,,,55.8,,,,,,,86.1,,65.8,91.4,92.1,14.9,,,18.9,9.3,90.5,,2.6,5.8,17.3,11.4,1.7,15.0,59.1
2019,2019,VA,Virginia,25.4,12.7,9.2,14.4,52.2,16.3,32.8,74.4,35.4,37.8,12.1,,,,34.3,31.6,31.3,65.3,7.4,36.1,,,,,23.5,18.5,27.5,19.8,19.9,12.5,50.8,43.7,43.5,77.9,91.1,,19.6,12.6,14.8,,39.0,7.2,19.4,15.8,,40.1,25.8,29.4,47.4,33.3,,37.8,12.5,,,27.6,,,,,,,79.8,,54.6,48.7,91.2,12.9,,,25.0,13.2,71.6,,4.0,2.1,14.5,21.6,2.8,29.2,59.1
2019,2019,VT,Vermont,29.7,4.6,15.2,10.1,24.0,16.6,32.9,63.9,29.5,41.1,12.6,,,,12.1,34.7,30.4,29.8,6.5,39.7,,,,,9.9,6.5,24.0,36.5,13.1,12.7,51.4,53.0,30.7,76.8,94.9,,26.4,11.3,9.6,,39.1,5.4,,20.2,7.4,54.0,36.2,29.8,61.8,25.5,,30.4,13.1,,,54.4,,,,,,,,,97.5,94.1,94.5,6.6,,,17.4,16.2,64.2,,3.9,11.7,16.5,25.3,2.9,27.0,50.9
2019,2019,WA,Washington,,12.6,,11.2,31.3,16.6,30.1,70.1,19.1,45.2,7.9,,,,33.8,31.9,34.1,53.2,1.8,33.3,,,,,2.8,8.7,23.3,7.4,19.2,15.6,43.6,52.9,29.5,77.5,91.2,,26.2,16.1,12.9,,38.9,,,21.8,,47.4,29.5,,51.2,24.9,,28.0,,,,30.3,,,,,,,,,97.4,67.8,92.9,11.8,,,17.2,8.7,74.0,,4.7,6.4,10.3,,,,56.6
